,,,,,,,,result,reason,,Row Labels,Count of result
314,scc,20296220_0.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,EX,1783,,,
438,simian,23586872_1.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/junitsrc/org/junit/Assert.java,33,52,EX,1783,,,
319,scc,20296220_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,1785,,,
2175,simian,19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/util/FloatUtil.java,135,144,AC,1786,,,
1565,scc,5764008_1.java,140,159,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/OperatorImpl.java,25,44,BP,1788,,,
1289,scc,24013939_0.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,BP,1789,,,
2192,simian,19856538_0.java,22,31,jext-sources-5/jext-src-5.0/src/lib/com/microstar/xml/XmlParser.java,765,774,AC,1789,,,
110,scc,6092014_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/registry/ViewParameterValues.java,8,17,QS,1791,,,
517,scc,13311280_0.java,29,54,netbeans-6.9.1-201007282301/swingapp/appshells/CRUDShellApp/src/applicationpackage/ShellView.java,52,77,UD,1791,,,
1505,scc,4207100_3.java,26,46,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,60,79,BP,1792,,,
2163,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/PathParser.java,415,424,AC,1795,,,
1073,scc,17941176_0.java,72,99,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/SurfaceBoundaryImpl.java,67,93,BP,1796,,,
1417,scc,2849498_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/team/core/history/provider/FileRevision.java,39,48,BP,1796,,,
2242,simian,19856538_0.java,22,31,poi-3.6-20091214/poi-3.6/src/java/org/apache/poi/util/HexRead.java,70,79,AC,1798,,,
1451,scc,3851674_0.java,22,41,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/querycache/CompositeKey.java,24,42,BP,1799,,,
2121,simian,19154487_0.java,2,14,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/Father.java,3,15,AC,1801,,,
976,scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/metadata/TouchpointData.java,13,32,BP,1802,,,
1406,scc,25465723_0.java,25,38,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,137,149,BP,1804,,,
2212,simian,19856538_0.java,22,31,netbeans-6.9.1-201007282301/cnd.antlr/src/org/netbeans/modules/cnd/antlr/actions/java/ActionLexer.java,2363,2372,AC,1804,,,
1217,scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/ElementImpl.java,84,103,BP,1806,,,
1761,scc,9591522_0.java,18,45,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,1806,,,
1766,scc,9684751_0.java,10,37,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/resources/FileInfoMatcherDescription.java,23,49,BP,1806,,,
15,ok,16860613_0.java,55,74,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,55,74,QS,1811,,,
1219,scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/ViewerRow.java,65,84,BP,1811,,,
1418,scc,2849498_0.java,1,10,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.core/src/main/java/org/springframework/util/comparator/CompoundComparator.java,67,76,BP,1812,,,
1433,scc,3357300_0.java,7,20,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,67,79,BP,1812,,,
1793,simian,10055548_0.java,36,48,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Product.java,21,33,BP,1812,,,
2036,simian,6921379_0.java,5,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Order.java,49,61,BP,1814,,,
847,scc,13435398_0.java,94,114,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/User.java,181,200,BP,1815,,,
1814,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/editor/EntryAdd_jsp.java,134,146,BP,1815,,,
191,simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,75,87,QS,1818,,,
982,scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/ViewerRow.java,65,84,BP,1818,,,
1335,scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/ElementImpl.java,84,103,BP,1819,,,
743,scc,13066157_0.java,14,41,freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,63,89,BP,1824,,,
130,simian,11861598_0.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/wizard/WizardDialog.java,377,394,QS,1825,,,
399,scc,8199584_0.java,44,67,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,16,33,EX,1825,,,
1959,simian,22261392_0.java,34,46,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/criteria/TestObject.java,3,15,BP,1825,,,
1809,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/admin/PlanetSubscriptions_jsp.java,188,200,BP,1827,,,
2043,simian,7383847_1.java,35,47,lucene-4.3.0/lucene-4.3.0/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenPair.java,25,37,BP,1827,,,
1450,scc,3851674_0.java,22,41,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,371,389,BP,1829,,,
1456,scc,3910602_0.java,1,10,netbeans-6.9.1-201007282301/editor.lib/src/org/netbeans/editor/Utilities.java,815,824,BP,1829,,,
2109,simian,14908094_2.java,2,14,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/access/xml/Driver.java,9,21,AC,1829,,,
1179,scc,22124868_0.java,1,28,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/index/Term.java,41,67,BP,1830,,,
1916,simian,16206651_1.java,2,14,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.transaction/src/test/java/org/springframework/transaction/annotation/AnnotationTransactionAttributeSourceTests.java,381,393,BP,1830,,,
723,scc,1204658_0.java,108,124,netbeans-6.9.1-201007282301/ruby/src/org/netbeans/modules/ruby/Arity.java,180,195,BP,1831,,,
1738,scc,9591522_0.java,18,45,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,1831,,,
10,ok,13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_FR.java,49,69,QS,1832,,,
354,scc,2870786_0.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,1835,,,
292,scc,18105169_0.java,1,14,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/HsqlArrayList.java,70,85,EX,1836,,,
1868,simian,13434746_0.java,4,19,FitLibrary20100806/fitnesse/lib/src/fitlibrarySrc/fitlibrary/specify/parser/UseConstructor.java,25,40,BP,1836,,,
1349,scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkerEntry.java,251,270,BP,1837,,,
1440,scc,3357300_0.java,7,20,netbeans-6.9.1-201007282301/o.jruby/patched_files/org/jruby/nb/lexer/yacc/HeredocTerm.java,125,137,BP,1837,,,
101,scc,25651812_0.java,43,83,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/demo/BarChartDemo1.java,56,87,QS,1839,,,
257,scc,11578674_0.java,116,127,netbeans-6.9.1-201007282301/xml/src/org/netbeans/modules/xml/wizard/impl/SchemaPanel.java,501,511,EX,1839,,,
1598,scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,1839,,,
701,scc,12008316_0.java,11,31,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestEntity.java,27,46,BP,1840,,,
606,scc,10194435_0.java,33,60,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/DescriptionImpl.java,53,79,BP,1841,,,
1134,scc,20489238_0.java,59,71,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/ViewerColumnsDialog.java,627,640,BP,1841,,,
1849,simian,12776901_0.java,5,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/manytoonewithformula/Model.java,18,30,BP,1841,,,
2066,scc,11259671_0.java,186,195,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/console/gui/model/OperationModel.java,46,55,AC,1841,,,
1489,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ViewElement.java,83,102,BP,1843,,,
2144,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/LengthParser.java,211,220,AC,1843,,,
753,scc,13066157_0.java,14,41,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/jpa/ql/DestinationEntity.java,47,73,BP,1846,,,
497,scc,12835370_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,1847,,,
262,scc,11851968_0.java,13,24,columba-1/columba-1.0-src/src/mail/core/org/columba/mail/spam/spamassassin/IPCHelper.java,58,70,EX,1848,,,
720,scc,1204658_0.java,108,124,netbeans-6.9.1-201007282301/bugtracking/src/org/netbeans/modules/bugtracking/issuetable/IssueTable.java,338,353,BP,1848,,,
259,scc,11825416_0.java,1,13,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,1851,,,
1173,scc,22124868_0.java,1,28,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/collectionalias/TableB.java,39,65,BP,1853,,,
424,simian,15260207_0.java,111,128,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,56,73,EX,1854,,,
1256,scc,2265637_0.java,22,42,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/Agency.java,85,104,BP,1855,,,
2063,scc,11156584_0.java,165,174,netbeans-6.9.1-201007282301/websvc.manager/src/org/netbeans/modules/websvc/manager/ui/TypeRowModel.java,10,19,AC,1855,,,
117,scc,8584917_0.java,1,12,poi-3.6-20091214/poi-3.6/src/ooxml/java/org/apache/poi/xssf/usermodel/XSSFCell.java,229,240,QS,1857,,,
1004,scc,16688737_0.java,20,40,geotools-2/geotools-2.7-M3/modules/unsupported/coverage-experiment/coverage-api/src/main/java/org/geotools/coverage/io/impl/range/CodeMeasure.java,40,59,BP,1857,,,
1263,scc,23197177_1.java,13,29,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/FilterDescription.java,61,76,BP,1857,,,
1709,scc,7589098_0.java,72,84,Vuze_4812_source/com/aelitis/azureus/ui/swt/shells/BrowserWindow.java,156,167,BP,1857,,,
1802,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/roller_002dui/authoring/editors/editor_002dtext_jsp.java,132,144,BP,1857,,,
856,scc,14155715_0.java,1,17,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/FilterDescription.java,61,76,BP,1858,,,
1951,simian,20755453_0.java,1,17,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context/src/test/java/org/springframework/context/annotation/AnnotationConfigApplicationContextTests.java,193,209,BP,1858,,,
1624,scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/trace/internal/datamodel/TracingComponent.java,26,45,BP,1859,,,
796,scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/PropertiesElement.java,46,65,BP,1860,,,
2117,simian,18614607_0.java,29,39,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/j2ee/servlets/RtfServlet.java,63,72,AC,1861,,,
1247,scc,2265637_0.java,22,42,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-api-2.0.2/javax/faces/component/_MethodBindingToMethodExpression.java,111,130,BP,1864,,,
1459,scc,3987965_0.java,1,13,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/http/servlet/internal/ProxyContext.java,52,64,BP,1866,,,
1658,scc,5961624_0.java,13,33,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-core-project-2.0.2/myfaces-core-project-2.0.2/impl/src/main/java/org/apache/myfaces/util/AbstractAttributeMap.java,244,263,BP,1866,,,
1118,scc,20203510_1.java,1,20,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FlushInfo.java,19,37,BP,1869,,,
1307,scc,24330611_0.java,77,100,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/FieldValueFilter.java,62,84,BP,1869,,,
482,scc,11202699_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,1872,,,
2137,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/css/parser/Scanner.java,761,770,AC,1872,,,
658,scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/runtime/registry/model/ExtensionPoint.java,52,71,BP,1873,,,
500,scc,12844115_0.java,128,138,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/viewer/categoryexplorer/CategoryAbstractCellEditor.java,72,82,UD,1874,,,
2112,simian,17698380_0.java,47,59,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,488,500,AC,1874,,,
2179,simian,19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jetty/util/ajax/JSON.java,751,760,AC,1874,,,
351,scc,2752455_0.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,1875,,,
987,scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/EditorElement.java,45,64,BP,1875,,,
1062,scc,17941176_0.java,72,99,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,1876,,,
200,simian,24330611_0.java,166,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/GraphFromGraphMLDemo.java,82,93,QS,1877,,,
1734,scc,9591522_0.java,18,45,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/databinding/Pair.java,16,42,BP,1877,,,
1933,simian,18202284_0.java,2,11,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/color/CIEXYChromaticityDiagram.java,31,40,BP,1877,,,
1282,scc,23415361_1.java,10,23,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/services/DownloadService.java,80,92,BP,1878,,,
1484,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/CommandElement.java,96,115,BP,1878,,,
1622,scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkersViewColumnsDialog.java,163,182,BP,1881,,,
252,ok,92962_0.java,22,61,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensDemo.java,278,317,EX,1883,,,
605,scc,10194435_0.java,33,60,freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,63,89,BP,1883,,,
368,scc,4565531_1.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,1885,,,
1659,scc,5961624_0.java,13,33,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/util/AbstractAttributeMap.java,244,263,BP,1887,,,
1722,scc,8180925_0.java,24,40,netbeans-6.9.1-201007282301/groovy.editor/src/org/netbeans/modules/groovy/editor/api/completion/CompletionHandler.java,1808,1823,BP,1888,,,
1913,simian,15705710_0.java,13,23,pooka_080505/net/suberic/util/gui/propedit/SectionedEditorPane.java,155,165,BP,1889,,,
2015,simian,4377130_0.java,13,28,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/test/java/com/opensymphony/xwork2/ognl/OgnlValueStackTest.java,684,699,BP,1889,,,
1478,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/ElementImpl.java,84,103,BP,1890,,,
672,scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/texteditor/rulers/RulerColumnDescriptor.java,150,169,BP,1892,,,
136,simian,14330686_0.java,1,12,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,1893,,,
171,simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/AnnotationsDemo.java,89,101,QS,1893,,,
851,scc,13505078_2.java,29,45,struts2-2.2.1-all/struts-2.2.1/src/plugins/sitegraph/src/main/java/org/apache/struts2/sitegraph/entities/Target.java,15,30,BP,1893,,,
1421,scc,2953040_0.java,20,35,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metadata/Person.java,50,65,BP,1893,,,
2142,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/LengthParser.java,154,163,AC,1894,,,
1467,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/PrefixQuery.java,38,57,BP,1896,,,
1470,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,1896,,,
258,scc,11708538_0.java,36,46,webmail-0.7.10/jwebmail-0.7/src/net/wastl/webmail/misc/MD5.java,256,266,EX,1899,,,
1449,scc,3851674_0.java,22,41,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,125,143,BP,1901,,,
948,scc,15850476_0.java,13,40,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,1902,,,
1748,scc,9591522_0.java,18,45,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveImpl.java,326,352,BP,1902,,,
6,ok,12427981_1.java,17,33,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,32,48,QS,1903,,,
390,scc,7032144_1.java,1,11,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/feature/collection/AdaptorFeatureCollection.java,217,231,EX,1903,,,
587,scc,10055548_0.java,52,79,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metagen/mappedsuperclass/idclass/ProductAttributeId.java,19,45,BP,1904,,,
679,scc,12008316_0.java,11,31,geotools-2/geotools-2.7-M3/modules/unsupported/coverage-experiment/coverage-api/src/main/java/org/geotools/coverage/io/impl/range/CodeMeasure.java,40,59,BP,1905,,,
927,scc,15850476_0.java,13,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/ui/views/imagebrowser/ImageElement.java,46,72,BP,1905,,,
2286,simian,9829474_0.java,2,11,jruby-1.5.2/jruby-1.5.2/src/org/jruby/compiler/impl/StandardASMCompiler.java,387,396,AC,1907,,,
623,scc,10194435_0.java,33,60,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/application/jsp/JspStateManagerImpl.java,752,778,BP,1908,,,
853,scc,13795144_0.java,1,13,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/unionsubclass/alias/Seller.java,20,31,BP,1911,,,
1106,scc,19262353_0.java,1,17,jboss-5/jboss-5.1.0.GA-src/testsuite/src/main/org/jboss/test/bootstrapdependencies/jbas5349/ejb3/SimpleEntity.java,24,39,BP,1912,,,
764,scc,13066157_0.java,14,41,struts2-2.2.1-all/struts-2.2.1/src/apps/rest-showcase/src/main/java/org/apache/struts2/rest/example/Order.java,42,71,BP,1913,,,
91,scc,24330611_0.java,180,193,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,127,138,QS,1915,,,
1811,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/core/MainMenu_jsp.java,127,139,BP,1915,,,
