tool,so,sostart,soend,q,qstart,qend,classification,rand,,Row Labels,Count of tool
scc,24330611_0.java,197,213,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,142,157,QS,30194,,,
scc,13435398_0.java,94,114,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Order.java,53,72,BP,30342,,,
scc,13435398_0.java,94,114,geotools-2/geotools-2.7-M3/modules/library/jdbc/src/main/java/org/geotools/jdbc/RegexpValidator.java,29,48,BP,30370,,,
simian,13434746_0.java,4,19,FitLibrary20100806/fitnesse/lib/src/fitlibrarySrc/fitlibrary/specify/parser/UsePropertyEditor.java,15,30,BP,30378,,,
scc,24330611_0.java,77,100,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/el/convert/ValueExpressionToValueBinding.java,25,47,BP,30487,,,
scc,4207100_3.java,26,46,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/dialogs/properties/EntityPropertyPageWrapper.java,82,101,BP,30516,,,
scc,22692838_1.java,1,16,lucene-4.3.0/lucene-4.3.0/queryparser/src/java/org/apache/lucene/queryparser/flexible/standard/QueryParserUtil.java,59,72,QS,30555,,,
scc,5764008_1.java,140,159,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/nonjpa/sequence/AbstractEntity.java,42,61,BP,30728,,,
scc,5338272_0.java,33,49,netbeans-6.9.1-201007282301/editor.lib2/src/org/netbeans/modules/editor/lib2/view/ViewFactoryImpl.java,17,33,BP,30733,,,
scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/DefaultSaveable.java,49,68,BP,30765,,,
scc,7452490_1.java,1,34,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/naturalid/immutableentity/Building.java,62,95,BP,30792,,,
scc,12008316_0.java,11,31,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/NewsNotificationItem.java,173,192,BP,30913,,,
scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/ElementImpl.java,84,103,BP,31128,,,
simian,24330611_0.java,162,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,72,87,QS,31155,,,
scc,22264084_0.java,42,61,cobertura-1/cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/TouchCollector.java,52,70,BP,31180,,,
scc,2265637_0.java,22,42,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionRefEntity1.java,62,81,BP,31253,,,
scc,16688737_0.java,20,40,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,60,79,BP,31281,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/PerspectiveElement.java,57,76,BP,31343,,,
scc,16688737_0.java,20,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/multicircle/nonjpa/identity/AbstractEntity.java,40,59,BP,31379,,,
scc,22124868_0.java,1,28,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/index/Term.java,41,67,BP,31385,,,
scc,5961624_0.java,13,33,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/Agency.java,85,104,BP,31599,,,
scc,17839323_0.java,9,25,jedit4/jEdit/org/gjt/sp/jedit/options/BrowserColorsOptionPane.java,237,258,BP,31609,,,
scc,25044969_0.java,31,51,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/cascade/multicircle/AbstractEntity.java,39,58,BP,31658,,,
scc,8180925_0.java,24,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/pagination/Entry.java,39,58,BP,31912,,,
scc,4207100_3.java,26,46,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/cascade/multicircle/AbstractEntity.java,39,58,BP,31917,,,
ok,6097643_0.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/impl/client/AbstractHttpClient.java,110,128,EX,31960,,,
scc,14155715_0.java,1,17,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/text/spelling/engine/AbstractSpellDictionary.java,55,70,BP,32025,,,
scc,16928749_0.java,68,97,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,73,99,QS,32058,,,
ok,13219118_0.java,12,27,Compiere_330_Source/release_330/ad/src/org/compiere/translate/AmtInWords_EN.java,49,64,QS,32067,,,
scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ActionElement.java,37,56,BP,32206,,,
scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/metadata/TouchpointData.java,13,32,BP,32228,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/resources/FileInfoMatcherDescription.java,23,49,BP,32268,,,
scc,5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,536,559,EX,32309,,,
scc,20203510_1.java,1,20,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,371,389,BP,32360,,,
scc,7727999_0.java,90,120,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,74,100,EX,32367,,,
scc,12008316_0.java,11,31,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/PointSymbolizerImpl.java,57,76,BP,32418,,,
scc,13435398_0.java,94,114,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/propertyref/DoesNotWork.java,61,80,BP,32562,,,
scc,12812198_0.java,14,30,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/main/java/org/hibernate/envers/tools/Pair.java,15,30,BP,32589,,,
scc,12008316_0.java,11,31,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/User.java,181,200,BP,32628,,,
scc,19262353_0.java,1,17,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,32635,,,
simian,25763458_0.java,1,18,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/querycache/CompositeKey.java,15,32,BP,32690,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/WizardElement.java,41,60,BP,32722,,,
simian,8037824_0.java,22,38,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/engine/design/JRVerifier.java,982,998,QS,32736,,,
scc,17941176_0.java,72,99,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/manytomanyassociationclass/compositeid/MembershipWithCompositeId.java,28,54,BP,32811,,,
scc,5961624_0.java,13,33,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/cascade/multicircle/AbstractEntity.java,39,58,BP,32817,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/PreferenceElement.java,51,70,BP,32870,,,
scc,15850476_0.java,13,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,32882,,,
scc,16462678_0.java,22,38,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,32917,,,
ok,12106623_0.java,1,16,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/WriterAppender.java,45,61,QS,32948,,,
scc,17941176_0.java,72,99,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/coordinate/PolygonImpl.java,51,77,BP,33055,,,
scc,12008316_0.java,11,31,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Order.java,53,72,BP,33098,,,
scc,16688737_0.java,20,40,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/spans/SpanTermQuery.java,50,69,BP,33118,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/TrackableComputationExt.java,26,52,BP,33199,,,
scc,5961624_0.java,13,33,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestEntity.java,27,46,BP,33359,,,
scc,1516601_0.java,19,46,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveBoundaryImpl.java,62,88,BP,33386,,,
ok,25150803_0.java,35,50,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,19,34,UD,33473,,,
scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ConstructorRequestor.java,88,107,BP,33492,,,
scc,17920930_0.java,19,35,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/databinding/BindingStatus.java,41,56,BP,33519,,,
scc,16688737_0.java,20,40,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-core-project-2.0.2/myfaces-core-project-2.0.2/impl/src/main/java/org/apache/myfaces/util/AbstractAttributeMap.java,244,263,BP,33539,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkerCategory.java,99,125,BP,33552,,,
scc,13066157_0.java,14,41,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/metadata/InstallableUnit.java,76,102,BP,33611,,,
scc,5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,392,415,EX,33612,,,
scc,9684751_0.java,10,37,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metagen/mappedsuperclass/idclass/ProductAttributeId.java,19,45,BP,33650,,,
scc,1516601_0.java,19,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/TrackableComputationExt.java,26,52,BP,33679,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/DefaultSaveable.java,49,68,BP,33699,,,
scc,25044969_0.java,31,51,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestEntity.java,27,46,BP,33709,,,
scc,1516601_0.java,19,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/BuildConfiguration.java,25,51,BP,33751,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkerEntry.java,251,270,BP,33764,,,
scc,16688737_0.java,20,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/manytoonewithformula/Model.java,22,41,BP,33842,,,
scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ViewElement.java,83,102,BP,33873,,,
scc,12008316_0.java,11,31,lucene-4.3.0/lucene-4.3.0/suggest/src/java/org/apache/lucene/search/spell/DirectSpellChecker.java,249,268,BP,33881,,,
scc,21581988_0.java,124,140,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,33937,,,
ok,15260207_0.java,80,126,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,27,71,EX,33962,,,
scc,5961624_0.java,13,33,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/dto/UserDTO.java,130,149,BP,34118,,,
scc,9591522_0.java,18,45,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/payloads/PayloadNearQuery.java,81,107,BP,34120,,,
scc,5338272_0.java,33,49,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/samples/teddy/text/NumberedViewFactory.java,12,30,BP,34188,,,
scc,17920930_0.java,19,35,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,34188,,,
scc,17941176_0.java,72,99,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,34225,,,
ok,6722760_1.java,13,37,jgraph-latest-bsd-src/examples/org/jgraph/example/HelloWorld.java,14,37,QS,34261,,,
scc,10194435_0.java,33,60,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/LineSymbolizerImpl.java,69,95,BP,34261,,,
scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/FieldRequestor.java,65,84,BP,34636,,,
scc,8199584_0.java,44,67,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,16,33,EX,34790,,,
scc,17920930_0.java,19,35,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/TopTermsRewrite.java,44,59,BP,34794,,,
scc,12008316_0.java,11,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ViewElement.java,83,102,BP,34860,,,
simian,24330611_0.java,162,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,109,124,QS,34927,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/databinding/Pair.java,16,42,BP,34946,,,
scc,10055548_0.java,52,79,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/index/Term.java,41,67,BP,34983,,,
scc,9054989_0.java,1,15,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,68,82,EX,35054,,,
scc,25044969_0.java,31,51,geotools-2/geotools-2.7-M3/modules/library/jdbc/src/main/java/org/geotools/jdbc/RegexpValidator.java,29,48,BP,35131,,,
scc,10194435_0.java,33,60,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/DescriptionImpl.java,53,79,BP,35331,,,
scc,9684751_0.java,10,37,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/core/SourceMapper.java,85,111,BP,35335,,,
scc,16462678_0.java,22,38,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/FunctionNameImpl.java,43,58,BP,35350,,,
scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/payloads/PayloadNearQuery.java,76,102,BP,35353,,,
scc,17941176_0.java,72,99,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/payloads/PayloadNearQuery.java,76,102,BP,35358,,,
scc,12008316_0.java,11,31,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/PrefixQuery.java,45,64,BP,35371,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/trace/internal/datamodel/TracingComponent.java,26,45,BP,35377,,,
scc,5961624_0.java,13,33,lucene-4.3.0/lucene-4.3.0/highlighter/src/test/org/apache/lucene/search/highlight/custom/HighlightCustomQueryTest.java,106,125,BP,35389,,,
scc,13066157_0.java,14,41,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,35419,,,
scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,35500,,,
scc,10055548_0.java,52,79,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,35538,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ActionElement.java,37,56,BP,35591,,,
scc,2752455_0.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,35604,,,
ok,16928749_0.java,50,66,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,50,67,QS,35930,,,
scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ViewElement.java,83,102,BP,36038,,,
scc,6901508_0.java,210,224,freemind-src-0/freemind/freemind/modes/attributes/AttributeRegistryTableModel.java,54,66,AC,36072,,,
scc,20453802_0.java,45,68,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextChangeEvent.java,46,68,BP,36145,,,
simian,20755453_0.java,1,17,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/OperatorImpl.java,17,33,BP,36194,,,
scc,10194435_0.java,33,60,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/collectionalias/ATable.java,37,63,BP,36296,,,
ok,550172_0.java,39,68,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,487,UD,36408,,,
scc,19340685_0.java,1,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,282,299,EX,36466,,,
scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/PerspectiveElement.java,57,76,BP,36606,,,
scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/DefaultSaveable.java,49,68,BP,36639,,,
scc,25044969_0.java,31,51,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,36668,,,
simian,4207100_2.java,14,30,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Order.java,45,61,BP,36727,,,
ok,11187462_0.java,44,61,apache-log4j-1.2.16/apache-log4j-1.2.16/contribs/JimMoore/LoggingOutputStream.java,32,48,QS,36797,,,
scc,1516601_0.java,19,46,lucene-4.3.0/lucene-4.3.0/sandbox/src/java/org/apache/lucene/sandbox/queries/regex/RegexQuery.java,52,78,BP,36798,,,
scc,14455624_1.java,12,31,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FlushInfo.java,19,37,BP,36889,,,
ok,15110171_0.java,23,40,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/validator/validators/StringLengthFieldValidator.java,25,42,QS,36899,,,
scc,23197177_1.java,13,29,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/TopTermsRewrite.java,115,130,BP,36975,,,
scc,12008316_0.java,11,31,geotools-2/geotools-2.7-M3/modules/extension/wms/src/main/java/org/geotools/data/ows/StyleImpl.java,73,92,BP,37094,,,
scc,21749977_1.java,33,49,netbeans-6.9.1-201007282301/ruby/src/org/netbeans/modules/ruby/Arity.java,180,195,BP,37111,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/ClassRequestor.java,52,71,BP,37131,,,
scc,4207100_3.java,26,46,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/circle/identity/AbstractEntity.java,42,61,BP,37198,,,
scc,3757982_0.java,1,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextChangeEvent.java,46,68,BP,37228,,,
scc,5764008_1.java,140,159,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,BP,37279,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/HookedJavaFileObject.java,133,152,BP,37315,,,
scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/metadata/TouchpointData.java,13,32,BP,37324,,,
scc,10055548_0.java,52,79,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveImpl.java,326,352,BP,37355,,,
scc,8180925_0.java,24,40,geotools-2/geotools-2.7-M3/modules/extension/wms/src/main/java/org/geotools/data/ows/StyleImpl.java,73,92,BP,37370,,,
scc,16860613_0.java,118,165,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/StyledString.java,118,165,QS,37378,,,
ok,10924700_0.java,1,18,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java,253,270,QS,37446,,,
scc,5961624_0.java,13,33,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/MethodRequestor.java,97,116,BP,37514,,,
simian,14826148_3.java,10,26,netbeans-6.9.1-201007282301/welcome/src/org/netbeans/modules/welcome/content/RSSFeed.java,501,517,BP,37560,,,
scc,13066157_0.java,14,41,struts2-2.2.1-all/struts-2.2.1/src/apps/rest-showcase/src/main/java/org/apache/struts2/rest/example/Order.java,42,71,BP,37600,,,
